survey_year,company_size,num_employees,annual_revenue_usd_millions,company_age,ai_adoption_rate,ai_adoption_stage,years_using_ai,num_ai_tools_used,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,innovation_score,quarter_sin,quarter_cos,country_Australia,country_Brazil,country_Canada,country_Chile,country_China,country_Colombia,country_Egypt,country_France,country_Germany,country_India,country_Indonesia,country_Italy,country_Japan,country_Kenya,country_Malaysia,country_Netherlands,country_New Zealand,country_Nigeria,country_Philippines,country_Poland,country_Singapore,country_South Africa,country_South Korea,country_Spain,country_Sweden,country_Thailand,country_UK,country_USA,country_Vietnam,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,industry_Consulting,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,ai_primary_tool_Claude,ai_primary_tool_Custom Internal AI,ai_primary_tool_Gemini,ai_primary_tool_GitHub Copilot,ai_primary_tool_Other,ai_use_case_Fraud Detection,ai_use_case_HR Automation,ai_use_case_Marketing Automation,ai_use_case_Medical Diagnostics,ai_use_case_Predictive Maintenance,ai_use_case_Software Development,ai_use_case_Supply Chain Optimization,cost_reduction_percent,customer_satisfaction
2023,0,35,41.91,25,38.83,2,4,1,3,31.53,9.74,0.311,19.75,116580.57,85,2,0,62,56.9,4.55,19.99,3.68,9.54,3,2,3,1.69,62,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.83,5.29
2024,0,84,18.15,7,16.2,1,6,2,3,17.94,3.63,0.173,24.7,7835.48,71,2,0,40,33.81,5.94,9.83,2.28,0.0,1,1,2,-4.39,57,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.99,5.47
2025,2,5496,3240.57,20,28.27,1,7,2,10,10.4,6.21,0.293,40.0,36620.54,78,1,1,75,51.53,6.66,8.46,2.68,7.09,151,180,3,4.56,63,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,4.15
2024,1,635,188.36,10,24.07,1,3,2,8,33.84,7.5,0.374,25.17,22240.85,50,1,0,59,19.02,4.67,9.38,4.02,5.94,4,12,39,-0.11,51,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6,4.37
2025,0,74,39.79,32,40.96,2,7,3,9,28.85,16.0,0.484,22.19,86048.68,64,2,1,77,53.14,6.11,20.59,4.32,12.49,4,3,5,10.98,70,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4,5.61
2025,1,655,485.17,11,41.82,2,7,2,6,30.96,11.19,0.378,19.53,82916.82,75,1,1,67,39.64,6.23,20.8,7.29,12.6,15,33,48,2.66,53,-1.0,-1.8369701987210294e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.04,5.86
2024,1,488,432.93,34,55.09,2,6,1,8,40.25,12.03,0.461,20.56,106746.32,71,2,0,70,55.11,5.46,22.44,8.84,6.51,22,24,44,2.64,59,-1.0,-1.8369701987210294e-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5.24
2024,1,817,82.38,11,35.16,2,7,1,9,28.26,10.77,0.411,19.41,10862.12,70,2,1,55,71.15,5.46,18.41,7.49,3.7,30,38,56,3.21,59,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.02,5.72
2023,1,387,215.29,9,47.62,2,2,2,9,11.04,9.75,0.326,26.98,54217.79,68,2,0,54,68.34,5.58,36.45,8.17,11.41,27,22,13,5.96,61,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.9,6.15
2024,0,90,47.34,13,1.95,0,0,1,3,17.87,1.27,0.141,27.44,6668.55,66,0,1,67,42.82,5.8,0.0,0.67,0.0,0,0,5,-3.4,52,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,4.25
2024,2,2047,1671.36,12,56.64,2,7,3,10,45.72,14.99,0.557,19.88,122357.29,75,0,1,70,50.84,5.38,31.55,11.34,20.18,150,139,191,4.16,74,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6.83,7.5
2023,0,97,36.24,18,21.44,1,5,3,6,17.82,9.72,0.304,24.44,36309.46,68,0,1,75,38.46,4.76,28.15,6.56,3.08,5,3,0,-0.99,50,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.97,5.89
2024,1,618,236.07,34,49.3,2,8,2,12,27.79,8.06,0.423,19.43,30793.68,57,1,0,65,45.32,5.08,27.94,6.98,6.91,34,37,23,-3.39,58,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.37,5.53
2026,0,38,19.82,25,34.8,1,7,2,2,24.55,6.86,0.227,32.28,35779.59,73,1,0,52,50.31,6.16,12.17,4.23,0.0,1,2,2,-3.02,48,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4.75
2023,1,587,471.9,27,48.27,2,5,1,11,23.24,11.62,0.435,25.46,93378.57,78,1,0,51,31.48,7.1,36.21,7.19,16.45,46,31,22,8.45,63,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.21,6.1
2024,2,16074,6038.68,30,50.57,2,4,3,7,29.94,16.33,0.459,22.85,61341.36,86,2,1,62,66.19,7.26,18.0,6.03,11.03,792,953,1239,6.07,65,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6.95,5.92
2025,0,28,40.61,11,23.54,1,8,1,0,27.05,9.41,0.238,31.44,136468.98,63,1,0,40,37.0,5.68,14.5,1.84,2.16,1,1,2,2.03,55,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78,5.08
2024,0,69,45.65,11,16.03,1,8,2,1,14.04,3.93,0.128,23.99,26013.04,51,1,0,60,29.13,3.92,14.6,3.33,6.17,2,1,2,-5.0,50,-1.0,-1.8369701987210294e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.07,4.01
2025,0,34,26.01,3,49.01,2,2,3,11,50.39,5.51,0.467,19.59,42132.94,52,2,0,66,59.77,5.34,23.2,9.71,14.6,1,2,4,8.79,59,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.91,6.3
2024,0,27,15.07,27,33.46,1,3,3,11,16.62,10.55,0.393,32.61,58893.82,75,2,1,61,31.92,6.06,24.94,9.11,9.6,1,1,0,0.47,63,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.88,5.3
2023,1,169,141.54,18,34.0,1,2,3,6,19.19,10.96,0.326,35.7,91784.51,75,1,1,64,69.23,4.53,32.52,7.9,7.98,11,7,4,3.56,56,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.34,5.72
2023,1,416,254.42,18,21.58,1,7,2,7,7.3,5.52,0.221,35.13,33780.11,57,1,1,52,47.98,5.08,14.05,3.94,0.0,10,13,0,-0.61,48,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.34,5.3
2026,0,12,27.91,11,50.12,2,5,2,9,39.03,8.97,0.432,14.23,208659.24,81,0,0,57,45.58,7.2,30.18,9.97,15.59,1,1,1,13.34,59,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.19,6.38
2026,0,99,8.99,5,52.28,2,3,3,7,53.86,12.62,0.509,11.13,11461.12,66,1,0,52,57.99,6.06,29.4,8.18,23.08,6,6,12,16.55,67,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.54,8.93
2023,2,8659,2646.44,19,34.14,1,3,2,8,11.32,11.11,0.329,30.65,33950.49,54,2,1,57,39.41,6.27,19.52,4.98,11.15,440,345,0,9.46,68,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.24,5.46
2026,1,607,406.78,16,49.41,2,5,3,15,34.1,12.35,0.557,25.24,82756.55,71,1,0,64,51.0,6.39,26.39,13.66,18.15,37,39,47,2.55,51,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.2,6.16
2025,0,25,11.68,32,67.79,2,3,4,9,50.74,15.86,0.573,14.61,74101.34,70,2,0,64,74.77,6.26,41.19,12.0,21.27,2,2,3,10.59,67,-1.0,-1.8369701987210294e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.49,7.03
2023,2,4126,6835.92,3,70.19,3,2,6,9,60.99,22.87,0.709,12.48,378885.18,72,2,1,65,82.3,5.48,31.39,8.45,18.57,236,320,600,1.28,63,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.71,6.21
2023,2,8178,2106.01,15,23.96,1,5,1,7,9.27,2.45,0.188,33.84,6313.34,78,2,0,60,38.79,4.7,20.31,7.78,5.67,351,229,0,1.22,55,1.0,6.123233995736766e-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.01,4.24
2025,1,280,118.9,32,31.04,1,4,4,4,19.55,5.07,0.216,34.74,21519.06,73,1,0,48,39.86,5.9,4.92,4.58,4.06,1,8,9,-2.92,59,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.88,4.7
2023,0,47,42.05,29,43.04,2,7,1,9,28.27,10.2,0.404,28.15,91297.6,75,2,0,66,59.61,5.73,33.52,9.45,11.92,4,2,2,1.27,53,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.01,6.07
2026,1,285,203.75,26,51.63,2,5,1,8,42.29,17.59,0.544,22.37,125721.72,83,0,0,60,32.6,5.46,51.88,13.67,17.35,29,20,24,14.43,48,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.31,4.99
2023,0,93,28.38,18,40.67,2,7,2,8,37.95,8.09,0.399,22.83,24693.38,70,2,0,43,46.89,6.08,23.34,7.39,10.54,5,4,9,2.95,53,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.85,5.19
2026,2,18340,2630.56,4,23.18,1,2,1,9,36.19,7.35,0.399,27.02,10547.92,78,1,1,76,39.59,5.41,16.65,5.13,13.1,498,420,1464,9.09,62,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.63,4.34
2023,0,67,20.67,9,26.82,1,3,2,11,24.86,5.19,0.356,30.03,15998.69,50,2,0,61,37.06,5.75,13.96,5.85,12.2,1,4,3,3.83,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,5.04
2024,1,400,213.65,22,19.19,1,5,1,6,22.63,6.55,0.282,35.95,35009.31,78,1,1,60,56.19,5.9,8.86,4.62,14.86,9,15,23,3.82,45,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,6.37
2024,0,49,47.6,29,41.43,2,6,3,6,46.56,8.57,0.408,20.57,83222.92,70,2,0,42,36.44,5.94,42.8,16.46,12.31,4,2,5,9.1,67,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.07,4.73
2026,0,43,3.47,12,47.26,2,10,4,5,34.8,9.26,0.352,20.25,7472.21,83,2,0,60,46.37,5.75,15.61,4.32,10.55,2,3,3,6.54,49,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.61,5.86
2024,1,674,406.11,33,23.36,1,2,1,7,8.66,7.22,0.249,35.96,43500.9,62,0,0,51,22.54,4.88,5.08,4.68,0.0,5,19,36,9.06,46,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.41,4.22
2024,1,343,234.72,12,23.03,1,4,2,4,19.86,8.84,0.267,38.26,60519.04,65,2,1,64,61.61,5.29,8.89,3.69,8.11,5,11,10,4.01,57,-1.0,-1.8369701987210294e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.6,4.52
2024,2,2693,4275.71,17,21.65,1,2,1,10,23.23,9.31,0.388,28.07,147765.49,62,0,0,57,38.38,5.04,8.08,2.49,7.15,83,84,160,0.55,41,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.71,4.58
2026,0,91,44.66,21,27.69,1,9,2,7,17.53,6.8,0.28,27.98,33356.67,70,1,1,60,32.72,5.02,19.33,5.5,5.52,4,3,4,14.16,61,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.39,2.88
2025,1,972,159.9,24,21.99,1,5,2,1,17.97,3.39,0.137,38.44,5579.81,71,1,0,58,37.56,4.5,14.79,6.11,0.76,28,31,58,3.37,52,-1.0,-1.8369701987210294e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.5
2024,0,30,47.01,17,50.92,2,2,4,7,36.97,9.57,0.398,15.34,149884.79,72,2,1,49,59.2,4.92,34.48,11.7,7.23,1,2,2,8.87,51,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.25,5.54
2024,0,44,44.93,10,33.34,1,5,4,5,30.36,8.49,0.323,24.71,86730.28,66,1,1,65,37.7,5.45,27.23,9.39,10.7,3,2,3,5.9,56,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.16,6.43
2024,2,18939,4658.15,22,43.82,2,7,2,11,38.42,10.2,0.479,24.0,25078.64,40,2,1,65,34.58,5.31,27.18,8.93,13.8,782,1266,1936,5.38,63,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.79,6.52
2023,0,33,24.82,7,50.26,2,4,3,0,42.41,12.24,0.34,19.64,92039.99,84,2,1,65,57.28,5.34,32.49,11.38,10.65,2,2,2,5.84,58,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.88,4.78
2024,0,59,26.54,30,58.25,2,7,1,3,44.79,13.6,0.418,17.93,61174.16,77,1,0,73,67.71,5.46,34.63,7.09,14.97,4,4,7,5.65,53,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.24,4.87
2025,2,16575,5941.3,5,26.67,1,3,2,5,27.44,9.16,0.32,27.19,32829.9,74,1,1,70,36.46,5.43,16.38,4.18,4.76,857,567,1163,2.52,57,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.53,5.76
2026,2,2301,7320.36,18,45.05,2,9,1,4,38.88,8.73,0.345,26.6,277821.85,71,2,0,57,51.32,5.7,24.39,8.98,11.29,107,117,245,7.41,49,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.18,5.49
2023,1,775,316.51,31,27.37,1,2,1,1,13.91,9.66,0.203,39.19,39431.37,83,1,1,60,32.16,5.73,17.56,7.26,11.69,15,24,0,2.48,63,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.89,5.41
2026,0,62,31.11,12,30.28,1,6,2,5,34.85,6.42,0.314,25.65,32215.36,66,2,0,58,23.98,4.94,25.82,8.91,13.83,3,2,5,2.05,44,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11.08,4.69
2023,2,3717,3100.55,33,29.17,1,5,2,9,15.9,8.14,0.325,31.52,67896.36,68,1,1,68,61.64,5.95,23.47,3.63,2.64,148,123,245,-0.29,66,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.05,5.46
2024,0,38,21.72,13,45.05,2,5,3,7,37.69,11.92,0.433,12.78,68155.85,74,2,0,70,53.58,5.87,20.76,5.01,16.67,2,2,2,12.33,55,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.11,6.68
2026,2,16668,614.8,9,62.06,2,5,4,14,40.74,17.5,0.636,10.44,6455.98,68,2,1,70,58.79,5.81,28.24,9.08,19.67,1000,1301,1513,7.1,64,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6.27,5.85
2024,1,986,485.21,14,43.0,2,5,3,8,28.78,9.95,0.386,21.24,48945.99,68,1,0,47,43.37,6.43,20.06,5.31,12.64,39,51,38,11.76,52,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11.79,6.49
2024,2,17969,5273.42,18,58.12,2,6,3,10,43.95,9.7,0.479,20.14,28465.89,83,1,1,71,57.64,5.32,27.66,11.69,11.96,1165,1209,1976,5.07,49,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.68,5.58
2025,1,427,344.58,7,18.66,1,3,1,10,20.75,5.22,0.323,30.56,42148.2,68,1,1,57,26.82,5.88,1.95,4.98,8.23,0,7,25,-1.51,55,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.66,4.33
2026,0,92,10.51,17,40.07,2,8,3,6,31.58,10.91,0.377,22.14,12463.01,77,1,1,56,59.84,6.23,28.37,6.13,8.3,6,4,5,6.72,65,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.74,5.92
2026,1,855,442.61,7,17.93,1,3,2,8,20.58,4.18,0.275,30.8,21637.3,73,2,1,63,57.99,4.63,3.0,3.3,9.18,0,17,44,10.66,52,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.06,6.07
